,full_name,surname,far_right,years,country_name,epg_code,epg_names,national_party_id,national_party_name,national_party_family
160,DE MELO Eurico,de,0,1994-1999,Portugal,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2106,Partido Social Democrata,CDem
161,de VRIES Gijs M.,de,0,1994-1999,Netherlands,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1909,Volkspartij voor Vrijheid en Democratie,L
162,DECOURRIERE Francis,decourriere,0,1994-1999,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1414,Union pour la démocratie française / Union pour la démocratie française - Force démocrate / Union pour la démocratie française - Parti populaire pour la démocratie française / Union pour la France en Europe,Con
163,DELCROIX Claude A.F.,delcroix,0,1994-1999,Belgium,S,"['Socialist Group', 'Party of European Socialists']",1108,Parti socialiste,Soc
164,DELL'ALBA Gianfranco,dell'alba,0,1994-1999,Italy,R,"['Technical Coordination of Democrats and Independents', 'Rainbow Group', 'European Radical Alliance']",1617,Partito radicale / Pannella-Riformatori / Lista Bonino / Lega antiproibizionisti droga,Lib
165,DENYS Marie-José,denys,0,1994-1999,France,S,"['Socialist Group', 'Party of European Socialists']",1412,Parti Socialiste,Soc
166,DEPREZ Gérard M.J.,deprez,0,1994-1999,Belgium,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1109,Parti social-chrétien,CDem
167,DESAMA Claude J.-M.J.,desama,0,1994-1999,Belgium,S,"['Socialist Group', 'Party of European Socialists']",1108,Parti socialiste,Soc
168,DI PRIMA Pietro Antonio,di,1,1994-1999,Italy,G,"['Progressive European Democrats', 'European Democratic Alliance', 'Union for Europe', 'Union for a Europe of Nations']",1608,Forza Italia,Con
169,DÍEZ DE RIVERA ICAZA Carmen,díez,0,1994-1999,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
170,DIJK Nel B.M. van ,dijk,0,1994-1999,Netherlands,V,"['Green Group', 'Greens/European Free Alliance']",1903,Groen Links / De Groenen,Grn
171,DILLEN Karel C.C.,dillen,1,1994-1999,Belgium,N,"['Technical Coordination of Democrats and Independents', 'Non-attached', 'Technical Group of Independents']",1112,Vlaams Blok,Right
172,DIMITRAKOPOULOS Giorgos,dimitrakopoulos,0,1994-1999,Greece,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1505,Nea Dimokratia,Con
173,DE SARNEZ Marielle,de,0,1994-1999,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1414,Union pour la démocratie française / Union pour la démocratie française - Force démocrate / Union pour la démocratie française - Parti populaire pour la démocratie française / Union pour la France en Europe,Con
174,DONNAY Jacques,donnay,1,1994-1999,France,G,"['Progressive European Democrats', 'European Democratic Alliance', 'Union for Europe', 'Union for a Europe of Nations']",1404,Rassemblement pour la République / Défence des intérêts de la France en Europe,Con
175,DONNELLY Alan John,donnelly,0,1994-1999,U.K.,S,"['Socialist Group', 'Party of European Socialists']",2404,Labour Party,Soc
176,DONNELLY Brendan Patrick,donnelly,0,1994-1999,U.K.,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2401,Conservative and Unionist Party,Con
177,DONNER Jörn Johan,donner,0,1994-1999,Finland,S,"['Socialist Group', 'Party of European Socialists']",2003,Suomen Sosialidemkraattinen Poulue,Soc
178,DUHAMEL Olivier,duhamel,0,1994-1999,France,S,"['Socialist Group', 'Party of European Socialists']",1412,Parti Socialiste,Soc
179,DÜHRKOP DÜHRKOP Bárbara,dührkop,0,1994-1999,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
180,DUPUIS Olivier,dupuis,0,1994-1999,Italy,R,"['Technical Coordination of Democrats and Independents', 'Rainbow Group', 'European Radical Alliance']",1617,Partito radicale / Pannella-Riformatori / Lista Bonino / Lega antiproibizionisti droga,Lib
181,DUCARME Daniel,ducarme,0,1994-1999,Belgium,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1107,Parti réformateur libéral,Lib
182,DURY Raymonde M.E.A.,dury,0,1994-1999,Belgium,S,"['Socialist Group', 'Party of European Socialists']",1108,Parti socialiste,Soc
183,DYBKJÆR Lone,dybkjær,0,1994-1999,Denmark,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1707,Det Radikale Venstre,Lib
184,EBNER Michl,ebner,0,1994-1999,Italy,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1625,Südtiroler Volkspartei,Reg
185,EISMA Doeke,eisma,0,1994-1999,Netherlands,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1902,Democraten 66,Lib
186,ELCHLEPP Dietrich,elchlepp,0,1994-1999,Germany,S,"['Socialist Group', 'Party of European Socialists']",1207,Sozialdemokratische Partei Deutschlands,Soc
187,ELLES James E.M.,elles,0,1994-1999,U.K.,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2401,Conservative and Unionist Party,Con
188,ELLIOTT Michael N.,elliott,0,1994-1999,U.K.,S,"['Socialist Group', 'Party of European Socialists']",2404,Labour Party,Soc
189,ELMALAN Mireille C.,elmalan,0,1994-1999,France,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1409,Parti communiste française / Gauche unitaire / Parti communiste réunionnais,Left
190,EPHREMIDIS Vassilis,ephremidis,0,1994-1999,Greece,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",1504,Kommounistiko Komma Elladas,Left
191,ERIKSSON Marianne,eriksson,0,1994-1999,Sweden,M,"['Communist Group', 'European United Left/Nordic Green Left', 'European United Left']",2307,Vänsterpartiet,Left
192,ESCOLA HERNANDO Manuel,escola,0,1994-1999,Spain,R,"['Technical Coordination of Democrats and Independents', 'Rainbow Group', 'European Radical Alliance']",1318,Unió Democràtica de Catalunya,CDem
193,ESCUDERO José Antonio,escudero,0,1994-1999,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
194,ESTEVAN BOLEA María Teresa,estevan,0,1994-1999,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
195,ETTL Harald,ettl,0,1994-1999,Austria,S,"['Socialist Group', 'Party of European Socialists']",1005,Sozialdemokratische Partei Österreichs,Soc
196,EVANS Robert J.E.,evans,0,1994-1999,U.K.,S,"['Socialist Group', 'Party of European Socialists']",2404,Labour Party,Soc
197,EWING Winifred M.,ewing,0,1994-1999,U.K.,R,"['Technical Coordination of Democrats and Independents', 'Rainbow Group', 'European Radical Alliance']",2408,Scottish National Party,Reg
198,FABRA VALLÉS Juan Manuel,fabra,0,1994-1999,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
199,FABRE-AUBRESPY Hervé,fabre-aubrespy,1,1994-1999,France,A,"['Independents for a European of Nations', 'Europe of Democracies and Diversities']",1407,Mouvement pour l'Autre Europe / Rassemblement pour la France / Mouvement pour la France,Anti-EU
200,FALCONER Alexander C.,falconer,0,1994-1999,U.K.,S,"['Socialist Group', 'Party of European Socialists']",2404,Labour Party,Soc
201,FALKMER Karin,falkmer,0,1994-1999,Sweden,E,"[""European People's Party"", ""European People's Party-European Democrats""]",2304,Moderata samlingspartiet,Con
202,FANTUZZI Giulio,fantuzzi,0,1994-1999,Italy,S,"['Socialist Group', 'Party of European Socialists']",1613,Partito Communista Italiano / Partito Democratico della Sinistra / Democratici di Sinistra,Soc
203,FARASSINO Gipo,farassino,0,1994-1999,Italy,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1611,Lega Nord,Reg
204,FARTHOFER Erich,farthofer,0,1994-1999,Austria,S,"['Socialist Group', 'Party of European Socialists']",1005,Sozialdemokratische Partei Österreichs,Soc
205,FASSA Raimondo,fassa,0,1994-1999,Italy,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1611,Lega Nord,Reg
206,FAYOT Ben,fayot,0,1994-1999,Luxembourg,S,"['Socialist Group', 'Party of European Socialists']",1804,Parti ouvrier socialiste luxembourgeois,Soc
207,FERBER Markus,ferber,0,1994-1999,Germany,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1202,Christlich-Soziale Union,CDem
208,FÉRET Daniel,féret,1,1994-1999,Belgium,N,"['Technical Coordination of Democrats and Independents', 'Non-attached', 'Technical Group of Independents']",1106,Front national,Right
209,FERNÁNDEZ MARTÍN Fernando,fernández,0,1994-1999,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
210,FERNÁNDEZ-ALBOR Gerardo,fernández-albor,0,1994-1999,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
211,FERRER Concepció,ferrer,0,1994-1999,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1318,Unió Democràtica de Catalunya,CDem
212,FERRI Enrico,ferri,0,1994-1999,Italy,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1603,Centro cristiano democratico,CDem
213,FILIPPI Livio,filippi,0,1994-1999,Italy,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1607,I Democratici,Lib
214,FINI Gianfranco,fini,1,1994-1999,Italy,N,"['Technical Coordination of Democrats and Independents', 'Non-attached', 'Technical Group of Independents']",1601,Movimento soziale italiano / Alleanza nazionale,Right
215,FITZSIMONS James (Jim),fitzsimons,1,1994-1999,Ireland,G,"['Progressive European Democrats', 'European Democratic Alliance', 'Union for Europe', 'Union for a Europe of Nations']",2201,Fianna Fáil,Con
216,FLEMMING Marialiese,flemming,0,1994-1999,Austria,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1004,Österreichische Volkspartei,CDem
217,FLORENZ Karl-Heinz,florenz,0,1994-1999,Germany,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1201,Christlich Demokratische Union,CDem
218,FLORIO Luigi Andrea,florio,1,1994-1999,Italy,G,"['Progressive European Democrats', 'European Democratic Alliance', 'Union for Europe', 'Union for a Europe of Nations']",1608,Forza Italia,Con
219,FONTAINE Nicole,fontaine,0,1994-1999,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1414,Union pour la démocratie française / Union pour la démocratie française - Force démocrate / Union pour la démocratie française - Parti populaire pour la démocratie française / Union pour la France en Europe,Con
220,FONTANA Alessandro,fontana,1,1994-1999,Italy,G,"['Progressive European Democrats', 'European Democratic Alliance', 'Union for Europe', 'Union for a Europe of Nations']",1603,Centro cristiano democratico,CDem
221,FORD Glyn,ford,0,1994-1999,U.K.,S,"['Socialist Group', 'Party of European Socialists']",2404,Labour Party,Soc
222,FORMENTINI Marco,formentini,0,1994-1999,Italy,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1611,Lega Nord,Reg
223,FOUQUE Antoinette,fouque,0,1994-1999,France,S,"['Socialist Group', 'Party of European Socialists']",1405,Energie Radicale / Mouvement Radicaux de Gauche / Parti radical de gauche,Soc
224,FOURÇANS André,fourçans,0,1994-1999,France,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1414,Union pour la démocratie française / Union pour la démocratie française - Force démocrate / Union pour la démocratie française - Parti populaire pour la démocratie française / Union pour la France en Europe,Con
225,FRAGA ESTEVEZ Carmen,fraga,0,1994-1999,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
226,FRIEDRICH Ingo,friedrich,0,1994-1999,Germany,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1202,Christlich-Soziale Union,CDem
227,FRISCHENSCHLAGER Friedhelm,frischenschlager,0,1994-1999,Austria,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1003,Liberales Forum,Lib
228,FRUTOS GAMA Manuela,frutos,0,1994-1999,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
229,FUNK Honor,funk,0,1994-1999,Germany,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1201,Christlich Demokratische Union,CDem
230,GAHLER Michael,gahler,0,1994-1999,Germany,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1201,Christlich Demokratische Union,CDem
231,GAHRTON Per,gahrton,0,1994-1999,Sweden,V,"['Green Group', 'Greens/European Free Alliance']",2305,Miljöpartiet,Grn
232,GAIGG Gerfrid,gaigg,0,1994-1999,Austria,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1004,Österreichische Volkspartei,CDem
233,GALEOTE QUECEDO Gerardo,galeote,0,1994-1999,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
234,GALLAGHER Pat the Cope,gallagher,1,1994-1999,Ireland,G,"['Progressive European Democrats', 'European Democratic Alliance', 'Union for Europe', 'Union for a Europe of Nations']",2201,Fianna Fáil,Con
235,GALLAND Yves A.R.,galland,0,1994-1999,France,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1413,Parti radical,Lib
236,GARCÍA ARIAS Ludivina,garcía,0,1994-1999,Spain,S,"['Socialist Group', 'Party of European Socialists']",1314,Partido Socialista Obrero Español,Soc
237,GARCÍA-MARGALLO Y MARFIL José Manuel,garcía-margallo,0,1994-1999,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
238,GAROSCI Riccardo,garosci,1,1994-1999,Italy,G,"['Progressive European Democrats', 'European Democratic Alliance', 'Union for Europe', 'Union for a Europe of Nations']",1608,Forza Italia,Con
239,GAROT Georges,garot,0,1994-1999,France,S,"['Socialist Group', 'Party of European Socialists']",1412,Parti Socialiste,Soc
240,GARRIGA POLLEDO Salvador,garriga,0,1994-1999,Spain,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1301,Partido Popular / Partido Demócrata Popular,Con
241,GASOLIBA i BÖHM Carles-Alfred,gasoliba,0,1994-1999,Spain,L,"['Liberal and Democratic Group', 'Liberal Democratic and Reform Group', 'European Liberal Democratic and Reform Party']",1303,Convergència Democràtica Catalunya,Lib
242,GAULLE Charles de,gaulle,1,1994-1999,France,A,"['Independents for a European of Nations', 'Europe of Democracies and Diversities']",1407,Mouvement pour l'Autre Europe / Rassemblement pour la France / Mouvement pour la France,Anti-EU
243,GEBHARDT Evelyne,gebhardt,0,1994-1999,Germany,S,"['Socialist Group', 'Party of European Socialists']",1207,Sozialdemokratische Partei Deutschlands,Soc
244,GAWRONSKI Jas,gawronski,0,1994-1999,Italy,E,"[""European People's Party"", ""European People's Party-European Democrats""]",1608,Forza Italia,Con
